"AniList ID","Title","Format","Status","Progress","Volumes","Repeats","Score","Notes","Start Date","Completed Date"
179541,"Shirobuta Kizoku desu ga Zense no Kioku ga Haeta node Hiyoko na Otouto Sodatemasu","ONA","COMPLETED",12,"N/A",0,50,"","0000-00-00","2025-8-17"
179689,"Salaryman ga Isekai ni Ittara Shitennou ni Natta Hanashi","ONA","DROPPED",3,"N/A",0,40,"","0000-00-00","0000-00-00"
179823,"Iribitari Gal ni Manko Tsukawasete Morau Hanashi Animation","ONA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
179950,"Reincarnation no Kaben","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
179965,"Haite Kudasai, Takamine-san","TV","PAUSED",2,"N/A",0,0,"","0000-00-00","0000-00-00"
179979,"Aharen-san wa Hakarenai Season 2","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","2025-8-2"
180082,"Chitose-kun wa Ramune Bin no Naka","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
180292,"Arafou Otoko no Isekai Tsuuhan Seikatsu","TV","COMPLETED",13,"N/A",0,80,"","0000-00-00","2025-8-18"
180812,"A-Rank Party wo Ridatsu Shita Ore wa, Moto Oshiegotachi to Meikyuu Shinbu wo Mezasu.","TV","COMPLETED",24,"N/A",0,80,"","2025-8-13","0000-00-00"
180829,"Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikakete Kita","TV_SHORT","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
180929,"Ruri no Houseki","TV","CURRENT",5,"N/A",0,0,"","2026-1-24","0000-00-00"
181244,"Kono Subarashii Sekai ni Shukufuku wo! 3: BONUS STAGE","OVA","COMPLETED",2,"N/A",0,80,"","2025-8-7","2025-8-7"
181447,"Saigo ni Hitotsu dake Onegai Shite mo Yoroshii Deshou ka","ONA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
182255,"Sousou no Frieren 2nd Season","TV","COMPLETED",10,"N/A",0,90,"","2026-1-17","2026-4-2"
182317,"Boku no Kokoro no Yabai Yatsu Movie","MOVIE","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
182587,"[Oshi no Ko] 3rd Season","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
183275,"Kanpeki Sugite Kawai-ge ga Nai to Konyaku Haki Sareta Seijo wa Ringoku ni Urareru","ONA","COMPLETED",12,"N/A",0,100,"","2025-8-29","2025-8-30"
183291,"Akujiki Reijou to Kyouketsu Koushaku: Sono Mamono, Watashi ga Oishiku Itadakimasu!","TV","COMPLETED",12,"N/A",0,70,"","2026-2-3","2026-2-5"
183385,"Watashi wo Tabetai, Hitodenashi","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
183960,"Isekai Munchkin: HP 1 no Mama de Saikyou Saisoku Dungeon Kouryaku","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
184237,"SAKAMOTO DAYS Part 2","ONA","COMPLETED",11,"N/A",0,90,"","2026-2-16","2026-2-16"
184322,"Shinjiteita Nakamatachi ni Dungeon Okuchi de Korosarekaketa ga Gift ""Mugen Gacha"" de Level 9999 no Nakamatachi wo Te ni Irete Moto Party Member to Sekai ni Fukushuu & ""Zamaa!"" Shimasu!","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
184575,"Busamen Gachi Fighter","TV","COMPLETED",12,"N/A",0,80,"","2025-9-30","2025-10-6"
185407,"Takopii no Genzai","ONA","COMPLETED",6,"N/A",0,100,"","0000-00-00","2025-8-2"
185519,"Food Court de, Mata Ashita.","TV","COMPLETED",6,"N/A",0,70,"","0000-00-00","2025-9-3"
186190,"Alma-chan wa Kazoku ni Naritai","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
186524,"Chanto Suenai Kyuuketsuki-chan","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
186794,"Ansatsusha de Aru Ore no Status ga Yuusha yori mo Akiraka ni Tsuyoi no da ga","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
187264,"Yuusha Party wo Oidasareta Kiyou Binbou","ONA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
187331,"Sawaranaide Kotesashi-kun","TV_SHORT","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
187869,"Kamiina Botan, Yoeru Sugata wa Yuri no Hana","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
187940,"Kao ni Denai Kashiwada-san to Kao ni Deru Oota-kun","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
191491,"Tonari no Kanojo","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
191492,"Yogoreta Kanojo","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
193707,"Mujin Eki The Animation","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
194028,"Kirei ni Shitemoraemasu ka.","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
195068,"Purepure Peropero Princess","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
195518,"Akuyaku Reijou wa Ringoku no Outaishi ni Dekiai Sareru","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
196540,"Seikon no Aria","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
196722,"Reika wa Karei na Boku no Joou THE ANIMATION","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
197620,"SEKIRO: NO DEFEAT","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
197715,"LV999 no Murabito","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
198692,"Izure Saikyou no Renkinjutsushi? 2nd Season","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
201903,"Chou Kaguya-hime!","ONA","COMPLETED",1,"N/A",0,100,"","0000-00-00","2026-4-4"

